level,gap_h,session_min,growth_spread_pct,sale_spread_pct,fastest,slowest,highest_sale,lowest_sale
20,4,1,2.168515470075194,2.421270271442477,ROGUE,MAGE,ROGUE,MAGE
21,4,1,2.0582928224447405,2.3742389379321605,ROGUE,MAGE,ROGUE,MAGE
22,4,1,1.9980519541065833,2.081239024107817,ROGUE,MAGE,ROGUE,WARRIOR
23,4,1,1.8985976542075012,2.005307496614961,ROGUE,MAGE,ROGUE,MAGE
24,4,1,1.8179362725005754,1.8573432942989632,ROGUE,MAGE,ROGUE,MAGE
25,4,1,1.7227328186069535,1.789723460919923,ROGUE,MAGE,ROGUE,WARRIOR
26,4,1,1.7038859684507024,1.6834388229135078,RANGER,MAGE,ROGUE,MAGE
27,4,1,1.6961259149028018,1.738620250583467,RANGER,MAGE,RANGER,WARRIOR
28,4,1,1.710099317826086,1.7282462823346334,RANGER,MAGE,RANGER,MAGE
29,4,1,1.7294105317409825,1.743852331621043,RANGER,MAGE,RANGER,MAGE
30,4,1,1.720611095904867,1.7299849520517663,RANGER,MAGE,RANGER,MAGE
31,4,1,1.7378076662250663,1.7810074208806759,RANGER,MAGE,RANGER,MAGE
32,4,1,1.7239623885400235,1.7966235338615855,RANGER,MAGE,CLERIC,MAGE
33,4,1,1.7130180899710412,1.8291702754048345,RANGER,MAGE,CLERIC,MAGE
34,4,1,1.703130165898381,1.8971777657476707,RANGER,MAGE,CLERIC,MAGE
35,4,1,1.699306945292034,1.9531990678737898,RANGER,MAGE,CLERIC,MAGE
36,4,1,1.6933011759925565,1.989549258791401,RANGER,PALADIN,CLERIC,MAGE
37,4,1,1.7485548835685538,2.056829219184486,RANGER,PALADIN,CLERIC,MAGE
38,4,1,1.8171975638034965,2.106833529768415,RANGER,PALADIN,CLERIC,MAGE
39,4,1,1.8757765668705684,2.16004421809346,RANGER,PALADIN,CLERIC,MAGE
40,4,1,1.9286361903213978,2.221347580917543,RANGER,PALADIN,CLERIC,MAGE
41,4,1,1.984602269218727,2.289524173218771,RANGER,PALADIN,CLERIC,MAGE
42,4,1,2.0071161221196343,2.341015806048996,RANGER,PALADIN,CLERIC,MAGE
