level,hero_class,gap_h,cap_h,raw_proc_pct,effective_proc_pct,search_s,sale_bonus_pct,baseline_kills_day,kills_day,uplift_pct,sale_rate_index,charge_minutes
10,WARRIOR,4.0,8.423423423423424,11.651561543172075,13.513423274204914,4.833333333333333,5.476190476190475,3682.7306900549115,3719.6514959808355,1.0025388504684152,3923.3466969512147,12
10,WARRIOR,8.0,8.423423423423424,11.651561543172075,13.513423274204914,4.833333333333333,5.476190476190475,3682.7306900549115,3719.6514959808355,1.0025388504684152,3923.3466969512147,12
10,WARRIOR,12.0,8.423423423423424,11.651561543172075,13.513423274204914,4.833333333333333,5.476190476190475,2455.153793369941,2611.016628184746,6.34839394728377,2754.000872109149,12
10,WARRIOR,24.0,8.423423423423424,11.651561543172075,13.513423274204914,4.833333333333333,5.476190476190475,1227.5768966849705,1305.508314092373,6.34839394728377,1377.0004360545745,12
10,ROGUE,4.0,8.349056603773585,11.236077481840193,13.195932026118868,4.745283018867925,5.624999999999999,3616.3160812740894,3667.2857924337695,1.409437394690416,3873.570618258169,12
10,ROGUE,8.0,8.349056603773585,11.236077481840193,13.195932026118868,4.745283018867925,5.624999999999999,3616.3160812740894,3667.2857924337695,1.409437394690416,3873.570618258169,12
10,ROGUE,12.0,8.349056603773585,11.236077481840193,13.195932026118868,4.745283018867925,5.624999999999999,2410.8773875160596,2551.531388603684,5.834141620637978,2695.055029212641,12
10,ROGUE,24.0,8.349056603773585,11.236077481840193,13.195932026118868,4.745283018867925,5.624999999999999,1205.4386937580298,1275.765694301842,5.834141620637978,1347.5275146063204,12
10,RANGER,4.0,8.377752027809965,11.240471869328493,13.19926993488144,4.745283018867925,5.909090909090909,3618.4089869364107,3668.5323628321944,1.3852324620225342,3885.3092751813697,12
10,RANGER,8.0,8.377752027809965,11.240471869328493,13.19926993488144,4.745283018867925,5.909090909090909,3618.4089869364107,3668.5323628321944,1.3852324620225342,3885.3092751813697,12
10,RANGER,12.0,8.377752027809965,11.240471869328493,13.19926993488144,4.745283018867925,5.909090909090909,2412.272657957607,2561.1712034836582,6.172542106086754,2712.5131382349655,12
10,RANGER,24.0,8.377752027809965,11.240471869328493,13.19926993488144,4.745283018867925,5.909090909090909,1206.1363289788035,1280.5856017418291,6.172542106086754,1356.2565691174827,12
10,MAGE,4.0,8.351001177856302,11.305755395683454,13.248909066315917,4.814516129032258,5.769230769230769,3637.266673238999,3678.8311917722413,1.1427404770469884,3891.0714528360245,12
10,MAGE,8.0,8.351001177856302,11.305755395683454,13.248909066315917,4.814516129032258,5.769230769230769,3637.266673238999,3678.8311917722413,1.1427404770469884,3891.0714528360245,12
10,MAGE,12.0,8.351001177856302,11.305755395683454,13.248909066315917,4.814516129032258,5.769230769230769,2424.8444488259993,2560.1603013020413,5.580393106929216,2707.86185714639,12
10,MAGE,24.0,8.351001177856302,11.305755395683454,13.248909066315917,4.814516129032258,5.769230769230769,1212.4222244129996,1280.0801506510206,5.580393106929216,1353.930928573195,12
10,CLERIC,4.0,8.35873388042204,10.805755395683454,12.871170515872981,4.814516129032258,5.769230769230769,3590.418455051323,3631.205753007099,1.1360040192081922,3840.6983926036623,12
10,CLERIC,8.0,8.35873388042204,10.805755395683454,12.871170515872981,4.814516129032258,5.769230769230769,3590.418455051323,3631.205753007099,1.1360040192081922,3840.6983926036623,12
10,CLERIC,12.0,8.35873388042204,10.805755395683454,12.871170515872981,4.814516129032258,5.769230769230769,2393.6123033675485,2529.3568795369883,5.671117915731894,2675.2813148948917,12
10,CLERIC,24.0,8.35873388042204,10.805755395683454,12.871170515872981,4.814516129032258,5.769230769230769,1196.8061516837743,1264.6784397684942,5.671117915731894,1337.6406574474458,12
10,PALADIN,4.0,8.394495412844037,11.687385740402194,13.540976430784482,4.833333333333333,6.549295774647887,3666.365389762846,3703.5541079195445,1.0143211110528183,3946.1108206213175,12
10,PALADIN,8.0,8.394495412844037,11.687385740402194,13.540976430784482,4.833333333333333,6.549295774647887,3666.365389762846,3703.5541079195445,1.0143211110528183,3946.1108206213175,12
10,PALADIN,12.0,8.394495412844037,11.687385740402194,13.540976430784482,4.833333333333333,6.549295774647887,2444.2435931752307,2590.7889975125254,5.995531899785922,2760.467431856656,12
10,PALADIN,24.0,8.394495412844037,11.687385740402194,13.540976430784482,4.833333333333333,6.549295774647887,1222.1217965876153,1295.3944987562627,5.995531899785922,1380.233715928328,12
20,WARRIOR,4.0,8.769771528998243,13.877483443708611,15.276742568164947,4.820652173913044,6.304347826086956,3838.4965518616896,3900.940373231574,1.6267781024734473,4146.869222848347,12
20,WARRIOR,8.0,8.769771528998243,13.877483443708611,15.276742568164947,4.820652173913044,6.304347826086956,3838.4965518616896,3900.940373231574,1.6267781024734473,4146.869222848347,12
20,WARRIOR,12.0,8.769771528998243,13.877483443708611,15.276742568164947,4.820652173913044,6.304347826086956,2558.9977012411264,2850.8629851238366,11.405453148361723,3030.5913037512087,12
20,WARRIOR,24.0,8.769771528998243,13.877483443708611,15.276742568164947,4.820652173913044,6.304347826086956,1279.4988506205632,1425.4314925619183,11.405453148361723,1515.2956518756043,12
20,ROGUE,4.0,8.643410852713178,13.467610234077299,14.944471596648118,4.673387096774194,6.549295774647887,3719.2530424245797,3807.7136118996186,2.37844987867164,4057.092038594453,12
20,ROGUE,8.0,8.643410852713178,13.467610234077299,14.944471596648118,4.673387096774194,6.549295774647887,3719.2530424245797,3807.7136118996186,2.37844987867164,4057.092038594453,12
20,ROGUE,12.0,8.643410852713178,13.467610234077299,14.944471596648118,4.673387096774194,6.549295774647887,2479.5020282830533,2742.636096426405,10.612375595657841,2922.2594464036274,12
20,ROGUE,24.0,8.643410852713178,13.467610234077299,14.944471596648118,4.673387096774194,6.549295774647887,1239.7510141415266,1371.3180482132025,10.612375595657841,1461.1297232018137,12
20,RANGER,4.0,8.649951783992286,13.579454253611555,15.034813161266758,4.666666666666667,6.044776119402985,3743.1927214192665,3835.7924089781236,2.4738156555227375,4067.6574725059063,12
