level,gap_h,session_min,growth_spread_pct,sale_spread_pct,fastest,slowest,highest_sale,lowest_sale
20,4,1,1.311410107685207,2.464218285748676,CLERIC,MAGE,CLERIC,MAGE
21,4,1,1.2977439614614728,2.5052686968358717,CLERIC,MAGE,CLERIC,MAGE
22,4,1,1.2719497953941339,2.540005718118965,CLERIC,MAGE,CLERIC,MAGE
23,4,1,1.2248650434643293,2.5497534121623477,CLERIC,MAGE,CLERIC,MAGE
24,4,1,1.2231200387561092,2.624132140179114,CLERIC,MAGE,CLERIC,MAGE
25,4,1,1.1961694554251556,2.6564988779422816,CLERIC,MAGE,CLERIC,MAGE
26,4,1,1.1590727500276898,2.685552428904936,CLERIC,MAGE,CLERIC,MAGE
27,4,1,1.134810612278092,2.732797715801949,CLERIC,MAGE,CLERIC,MAGE
28,4,1,1.1044961939242537,2.7668907525592923,CLERIC,MAGE,CLERIC,MAGE
29,4,1,1.079342820486895,2.815096067330236,CLERIC,MAGE,CLERIC,MAGE
30,4,1,1.0332018030549062,2.8492782508921177,CLERIC,MAGE,CLERIC,MAGE
31,4,1,1.0032747807168008,2.8807198384924515,CLERIC,MAGE,CLERIC,MAGE
32,4,1,0.9691888779784108,2.915575651487834,CLERIC,MAGE,CLERIC,MAGE
33,4,1,0.9462820253642645,2.9658570945037654,CLERIC,MAGE,CLERIC,MAGE
34,4,1,0.9192172409743016,3.0130697460586386,CLERIC,MAGE,CLERIC,MAGE
35,4,1,0.9656185319921073,3.0678126768820313,WARRIOR,PALADIN,CLERIC,MAGE
36,4,1,1.0035519079574895,3.113856263822923,WARRIOR,PALADIN,CLERIC,MAGE
37,4,1,1.0479907451525605,3.1703658264456536,WARRIOR,PALADIN,CLERIC,MAGE
38,4,1,1.082042608341749,3.2510870002976144,WARRIOR,PALADIN,CLERIC,ROGUE
39,4,1,1.1267135097653425,3.283981526724178,WARRIOR,PALADIN,CLERIC,ROGUE
40,4,1,1.1566782920309437,3.3073397916814518,WARRIOR,PALADIN,CLERIC,ROGUE
41,4,1,1.1991362438374065,3.3582821517732064,WARRIOR,PALADIN,CLERIC,ROGUE
42,4,1,1.2434954901715978,3.4206423311747614,WARRIOR,PALADIN,CLERIC,ROGUE
43,4,1,1.2786689401657947,3.5094994492312015,WARRIOR,PALADIN,CLERIC,ROGUE
44,4,1,1.32570126723488,3.5592712911739044,WARRIOR,PALADIN,CLERIC,ROGUE
45,4,1,1.3708291819315876,3.636360016077256,WARRIOR,PALADIN,CLERIC,ROGUE
46,4,1,1.415252927096633,3.684966231954956,WARRIOR,PALADIN,CLERIC,ROGUE
47,4,1,1.4642684052900368,3.752084709894432,WARRIOR,PALADIN,CLERIC,ROGUE
48,4,1,1.5086365433348625,3.795203458843077,WARRIOR,PALADIN,CLERIC,ROGUE
49,4,1,1.558891584862887,3.879020910339759,WARRIOR,PALADIN,CLERIC,ROGUE
50,4,1,1.6098074382911776,3.9492436577921675,WARRIOR,PALADIN,CLERIC,ROGUE
51,4,1,1.6612655488603467,3.996106340091532,WARRIOR,PALADIN,CLERIC,ROGUE
52,4,1,1.717331353566709,4.072502240566234,WARRIOR,PALADIN,CLERIC,ROGUE
53,4,1,1.777405477767302,4.123703792487721,WARRIOR,PALADIN,CLERIC,ROGUE
54,4,1,1.8375245648162286,4.213720281704014,WARRIOR,PALADIN,CLERIC,ROGUE
55,4,1,1.8964524957189255,4.271265478871622,WARRIOR,PALADIN,CLERIC,ROGUE
56,4,1,1.9617417517011404,4.333365524067312,WARRIOR,PALADIN,CLERIC,ROGUE
57,4,1,2.030675262371795,4.370389397466878,WARRIOR,PALADIN,CLERIC,ROGUE
58,4,1,2.0979413936160762,4.433165469513933,WARRIOR,PALADIN,CLERIC,ROGUE
59,4,1,2.1693125479516517,4.490788483472952,WARRIOR,PALADIN,CLERIC,ROGUE
60,4,1,2.240794157576831,4.542442770795296,WARRIOR,PALADIN,CLERIC,ROGUE
61,4,1,2.3122364507470516,4.599313123511517,WARRIOR,PALADIN,CLERIC,ROGUE
62,4,1,2.3820730218105046,4.668375628672727,WARRIOR,PALADIN,CLERIC,ROGUE
63,4,1,2.453190629239921,4.728527591925591,WARRIOR,PALADIN,CLERIC,ROGUE
64,4,1,2.5271197929434885,4.822235260655239,WARRIOR,PALADIN,CLERIC,ROGUE
65,4,1,2.60037365261534,4.90736029520471,WARRIOR,PALADIN,CLERIC,ROGUE
66,4,1,2.6750466525943706,4.971541896339615,WARRIOR,PALADIN,CLERIC,ROGUE
67,4,1,2.7502963198732466,5.0404464299874,WARRIOR,PALADIN,CLERIC,ROGUE
68,4,1,2.823566259457122,5.137828457751992,WARRIOR,PALADIN,CLERIC,ROGUE
69,4,1,2.8986529880077105,5.207838547714516,WARRIOR,PALADIN,CLERIC,ROGUE
70,4,1,2.974035921878304,5.2888520531257255,WARRIOR,PALADIN,CLERIC,ROGUE
71,4,1,3.0502333403149784,5.366711842993799,WARRIOR,PALADIN,CLERIC,ROGUE
72,4,1,3.128378942740695,5.4556639524392825,WARRIOR,PALADIN,CLERIC,ROGUE
73,4,1,3.2044419786772638,5.543500543071822,WARRIOR,PALADIN,CLERIC,ROGUE
74,4,1,3.286436809120552,5.633865665280835,WARRIOR,PALADIN,CLERIC,ROGUE
75,4,1,3.36840634934783,5.719759012451631,WARRIOR,PALADIN,CLERIC,ROGUE
76,4,1,3.451076674966558,5.824224581892179,WARRIOR,PALADIN,CLERIC,ROGUE
77,4,1,3.5357246312132107,5.907991828232162,WARRIOR,PALADIN,CLERIC,ROGUE
78,4,1,3.6172285610144295,6.006472988910061,WARRIOR,PALADIN,CLERIC,ROGUE
79,4,1,3.702173087480154,6.101421075981528,WARRIOR,PALADIN,CLERIC,ROGUE
80,4,1,3.786834816298601,6.190701273752008,WARRIOR,PALADIN,CLERIC,ROGUE
