class,seed_index,level,str,con,dex,int,wis,cha,hp,mp,tales,kills,seconds,bag,proc_pct,skill_damage_pct,skills,skill_uses,stat_power,equipment_power,sale_gold,items_sold,attacks,casts,experience,bonus_cap_h,bonus_proc_pct,bonus_search_s,bonus_sale_pct
WARRIOR,14,1,9,11,10,12,11,13,10,4,0,0,0.0,19,9,95.0,1,0,1,1,0,0,0,0,0,8.062560773599248,9.552842804411469,4.933,1.7333333333333336
WARRIOR,14,2,10,12,10,12,11,13,14,11,0,28,780.0,20,9,95.0,1,42,6,4,360,19,325,42,18,8.067418647084208,9.552842804411469,4.933,1.7333333333333336
WARRIOR,14,3,14,12,10,12,11,13,28,23,1,212,5400.0,23,10,96.0,1,268,12,9,6776,207,2084,268,0,8.06937124792663,10.55284280441147,4.933,1.7333333333333336
WARRIOR,14,4,15,12,11,12,11,13,36,28,1,568,13980.0,23,10,98.0,1,665,17,16,25311,552,5264,665,70,8.07153816192711,10.55284280441147,4.927,1.7333333333333336
WARRIOR,14,5,15,13,11,13,11,13,43,32,1,1073,26040.0,24,10,115.0,2,1225,23,21,62322,1058,9689,1225,50,8.077490736624505,10.58181075915269,4.927,1.7333333333333336
WARRIOR,14,6,16,15,11,14,11,13,55,44,2,1737,41640.0,26,10,102.0,2,1914,29,26,124343,1730,15332,1914,13,8.087226592237666,10.611021185579085,4.927,1.7333333333333336
WARRIOR,14,7,17,15,11,15,11,13,64,51,2,2558,60780.0,26,10,118.0,2,2815,34,31,211557,2536,22249,2815,22,8.090129575613918,10.640466289215697,4.927,1.7333333333333336
WARRIOR,14,8,17,16,11,16,11,13,70,58,2,3525,83700.0,27,10,107.0,2,3858,39,41,332829,3522,30641,3858,44,8.096808448277224,10.670138817718989,4.927,1.7333333333333336
WARRIOR,14,9,19,17,12,16,11,13,84,71,3,4645,109440.0,28,11,124.0,2,5003,46,46,490577,4645,39800,5003,25,8.103724654532686,11.670138817718989,4.92,1.7333333333333336
WARRIOR,14,10,20,18,12,16,11,13,93,78,3,5905,138000.0,30,11,120.0,3,6370,51,49,691762,5877,49879,6370,17,8.11087722195978,11.670138817718989,4.92,1.7333333333333336
WARRIOR,14,11,22,18,12,16,11,13,101,86,3,7338,171180.0,32,11,134.0,3,8011,58,54,949308,7317,61828,8011,49,8.114490399468195,11.670138817718989,4.92,1.7333333333333336
WARRIOR,14,12,23,18,12,16,11,14,109,91,3,8919,206760.0,32,11,129.5,3,9698,63,59,1261263,8917,74293,9698,37,8.118176678995885,11.670138817718989,4.92,1.866666666666667
WARRIOR,14,13,24,19,12,17,12,14,126,102,4,10646,246180.0,34,11,129.0,3,11653,69,63,1639495,10622,88355,11653,19,8.125951009337868,11.730139519386354,4.92,1.866666666666667
WARRIOR,14,14,25,19,13,17,12,14,134,110,4,12525,288900.0,34,11,143.5,3,13710,75,69,2080909,12492,103541,13710,195,8.129894027739466,11.730139519386354,4.913,1.866666666666667
WARRIOR,14,15,28,19,14,17,12,14,152,124,5,14553,334500.0,37,12,152.0,4,15917,82,74,2606283,14537,119552,15917,131,8.133898231789479,12.730139519386356,4.907,1.866666666666667
WARRIOR,14,16,28,20,15,17,12,14,159,132,5,16731,382680.0,38,12,145.33333333333334,4,18333,87,79,3191195,16720,136241,18333,205,8.142271961045129,12.730139519386356,4.9,1.866666666666667
WARRIOR,14,17,29,20,15,18,12,14,167,137,5,19053,434400.0,38,12,149.0,4,20956,93,84,3873174,19038,154320,20956,151,8.146517036958445,12.760455427366507,4.9,1.866666666666667
WARRIOR,14,18,31,21,15,18,13,14,183,155,6,21518,489180.0,40,12,152.0,4,23726,99,88,4629367,21508,173419,23726,12,8.15529578752191,12.790974150509701,4.9,1.866666666666667
WARRIOR,14,19,31,23,15,18,13,14,193,161,6,24146,548340.0,40,12,163.0,4,26707,105,93,5475503,24108,194370,26707,120,8.168737769475413,12.790974150509701,4.9,1.866666666666667
WARRIOR,14,20,31,25,15,18,15,14,210,179,7,26915,611100.0,41,12,170.36363636363637,5,29350,110,98,6426444,26908,216701,29969,74,8.182422368425991,12.852599327957776,4.9,1.866666666666667
WARRIOR,14,21,31,26,15,18,16,14,221,186,7,29853,676800.0,42,12,165.75,5,32034,115,104,7469264,29819,239826,33343,240,8.191968431887917,12.883696141208297,4.9,1.866666666666667
WARRIOR,14,22,32,28,15,19,16,14,243,202,8,32929,745680.0,43,13,167.75,5,34136,122,109,8670139,32927,264065,36857,159,8.206190417688878,13.91497643983651,4.9,1.866666666666667
WARRIOR,14,23,32,30,15,20,17,14,265,218,9,36161,816720.0,44,13,169.5,5,36389,127,114,9965418,36152,288634,40661,241,8.220685472794836,13.978070875765864,4.9,1.866666666666667
WARRIOR,14,24,32,31,15,20,17,15,278,225,9,39537,892020.0,44,13,170.5,5,38824,132,118,11355379,39496,315115,44747,119,8.231019439290908,13.978070875765864,4.9,2.0000000000000004
WARRIOR,14,25,35,32,15,20,17,15,306,242,10,43070,969060.0,46,13,187.16666666666666,6,40716,140,126,12898722,43060,341506,48774,220,8.241578981850594,13.978070875765864,4.9,2.0000000000000004
WARRIOR,14,26,36,32,15,20,18,15,320,250,10,46751,1048320.0,48,13,183.8,6,42950,146,130,14592467,46740,368346,53049,67,8.24774679996782,14.009877215886265,4.9,2.0000000000000004
WARRIOR,14,27,38,32,15,21,19,15,344,267,11,50579,1130580.0,49,14,190.2,6,45114,152,136,16427372,50532,396195,57356,144,8.253964170471844,15.073990024962091,4.9,2.0000000000000004
WARRIOR,14,28,40,32,15,22,20,15,370,282,12,54562,1214820.0,51,14,184.4,6,47393,159,140,18397693,54550,424150,61855,216,8.26022956202125,15.138747421542723,4.9,2.0000000000000004
WARRIOR,14,29,40,33,15,22,21,15,383,291,12,58700,1303020.0,51,14,194.8,6,49486,164,144,20474812,58681,453746,66681,112,8.271508411617493,15.171360041323362,4.9,2.0000000000000004
WARRIOR,14,30,42,33,16,22,22,15,409,313,13,62977,1395780.0,53,14,202.53846153846155,7,51176,170,149,22746700,62965,485484,71775,9,8.277984115026168,15.204124713380098,4.893,2.0000000000000004
WARRIOR,14,31,43,34,16,22,22,17,436,329,14,67409,1489920.0,54,14,189.16666666666666,7,53428,176,155,25159136,67364,517019,76889,269,8.289646537555544,15.204124713380098,4.893,2.2666666666666666
WARRIOR,14,32,44,37,16,22,22,17,464,346,15,71993,1587660.0,55,14,196.5,7,55721,183,161,27779829,71974,549866,82224,228,8.311751326457442,15.204124713380098,4.893,2.2666666666666666
WARRIOR,14,33,44,38,17,22,22,17,477,357,15,76735,1687920.0,56,15,191.66666666666666,7,58055,188,164,30543310,76704,583278,87698,30,8.323969991713332,16.204124713380097,4.887,2.2666666666666666
WARRIOR,14,34,45,39,17,22,23,18,508,376,16,81620,1790760.0,56,15,203.33333333333334,7,59739,194,170,33503741,81576,617416,93584,162,8.336407669990798,16.237038666349587,4.887,2.4
WARRIOR,14,35,47,40,17,22,24,18,539,396,17,86657,1897440.0,58,15,199.14285714285714,8,61491,201,174,36636009,86617,653066,99707,416,8.349063756610036,16.270099239998807,4.887,2.4
WARRIOR,14,36,48,42,17,23,24,18,570,412,18,91847,2004900.0,60,15,210.85714285714286,8,63797,207,181,39980633,91837,688046,105611,432,8.367208747772663,16.303303878443533,4.887,2.4
WARRIOR,14,37,51,42,17,23,25,18,602,434,19,97180,2114760.0,61,16,212.28571428571428,8,66051,215,185,43485786,97131,723652,111745,216,8.375028736478196,17.336650123916538,4.887,2.4
WARRIOR,14,38,52,42,17,23,25,19,620,445,19,102687,2226960.0,63,16,202.28571428571428,8,68219,220,190,47245436,102682,759486,118245,204,8.38289229552578,17.336650123916538,4.887,2.5333333333333337
WARRIOR,14,39,52,44,18,23,25,20,650,468,20,108319,2341200.0,63,16,203.85714285714286,8,69887,226,195,51143057,108289,795840,124884,312,8.401860108906298,17.336650123916538,4.88,2.666666666666667
WARRIOR,14,40,52,47,18,23,25,21,683,488,21,114114,2461740.0,64,16,210.125,9,71756,232,200,55327942,114085,835398,132122,505,8.426585318886005,17.336650123916538,4.88,2.8000000000000003
WARRIOR,14,41,52,49,18,23,26,22,720,507,22,120067,2582400.0,65,16,211.0,9,74144,237,205,59687362,120037,873784,138982,17,8.446148870816288,17.37013561103036,4.88,2.9333333333333336
WARRIOR,14,42,53,50,18,23,26,24,757,529,23,126160,2707560.0,65,16,212.125,9,76610,243,210,64228206,126147,914258,146319,246,8.46050407187109,17.37013561103036,4.88,3.2
WARRIOR,14,43,56,50,18,23,27,24,795,551,24,132410,2835720.0,68,17,225.625,9,78548,251,216,69022882,132354,955667,153808,470,8.469461908121097,18.403758061486066,4.88,3.2
