level,gap_h,session_min,hero_class,calendar_days,sale_gold_per_day
20,4,1,WARRIOR,41.36088636018262,156383.38401825877
20,4,1,ROGUE,41.42710996662153,156384.79712246126
20,4,1,RANGER,41.5921605920107,155540.09987503887
20,4,1,MAGE,41.67657362746436,155272.16039505583
20,4,1,CLERIC,41.13709757189816,159098.4053641878
20,4,1,PALADIN,41.50782477590797,157581.65714085943
21,4,1,WARRIOR,45.708542004662874,164899.99695748536
21,4,1,ROGUE,45.78957023903616,164978.5780487599
21,4,1,RANGER,45.976434747756734,163884.5933539385
21,4,1,MAGE,46.07099477647921,163654.19091947362
21,4,1,CLERIC,45.48077081954247,167754.1681356392
21,4,1,PALADIN,45.88953374071998,166191.98329820173
22,4,1,WARRIOR,50.23406906203731,173545.76112943765
22,4,1,ROGUE,50.34105810140327,173528.77337030967
22,4,1,RANGER,50.541181000571676,172453.95764300428
22,4,1,MAGE,50.63125736674611,172165.9791472054
22,4,1,CLERIC,49.995341720031576,176539.00486219992
22,4,1,PALADIN,50.45661139975974,174934.0176665536
23,4,1,WARRIOR,54.952179292833584,182159.44874829432
23,4,1,ROGUE,55.11132629827441,182014.07811726138
23,4,1,RANGER,55.308322482449135,180948.56118942684
23,4,1,MAGE,55.39391617427867,180694.31746816446
23,4,1,CLERIC,54.72362561362113,185301.57699339246
23,4,1,PALADIN,55.209327542272696,183694.6300828376
24,4,1,WARRIOR,59.86900991584733,190898.27865141915
24,4,1,ROGUE,60.073046439430605,190589.28031965013
24,4,1,RANGER,60.261934400065655,189637.83670023625
24,4,1,MAGE,60.36728984485179,189364.27478986597
24,4,1,CLERIC,59.63784738282961,194333.44358664396
24,4,1,PALADIN,60.168992127604874,192575.3567622746
25,4,1,WARRIOR,64.9622019469658,199852.41010763476
25,4,1,ROGUE,65.24282885408971,199288.8611801045
25,4,1,RANGER,65.42197332012496,198286.7055847349
25,4,1,MAGE,65.53157378918131,198018.23952444582
25,4,1,CLERIC,64.75697068558176,203278.59183553376
25,4,1,PALADIN,65.32571090344857,201636.31792646353
26,4,1,WARRIOR,70.23453014768903,208724.3344786917
26,4,1,ROGUE,70.5807232619884,208076.01932593546
26,4,1,RANGER,70.75038543129642,207119.09162289754
26,4,1,MAGE,70.86128114596755,206800.34128671567
26,4,1,CLERIC,70.04935812437857,212354.07287512475
26,4,1,PALADIN,70.6474885180767,210667.17302614136
27,4,1,WARRIOR,75.68159974903415,217774.05924496645
27,4,1,ROGUE,76.10669569262008,216792.11056721662
27,4,1,RANGER,76.24413390199042,216103.2212482102
27,4,1,MAGE,76.35002560204296,215820.95906408035
27,4,1,CLERIC,75.4933194019091,221718.9093036054
27,4,1,PALADIN,76.156159190381,219856.40167518845
28,4,1,WARRIOR,81.33575644396767,226865.3179946976
28,4,1,ROGUE,81.8359966388984,225641.6339802099
28,4,1,RANGER,81.93474589500109,225081.77145790312
28,4,1,MAGE,82.06320732158278,224749.85717685046
28,4,1,CLERIC,81.1667239448786,230968.44019146694
28,4,1,PALADIN,81.87762266495935,229101.69563982557
29,4,1,WARRIOR,87.16173293155165,235933.63662410507
29,4,1,ROGUE,87.75296382807427,234687.7327738908
29,4,1,RANGER,87.82183092826452,234126.14389462172
29,4,1,MAGE,87.98023609058981,233724.66406917715
29,4,1,CLERIC,87.04076781231097,240304.23789576936
29,4,1,PALADIN,87.78855966251383,238301.32969971717
30,4,1,WARRIOR,93.19659898504194,244992.1429392998
30,4,1,ROGUE,93.86349865340162,243533.76861551273
30,4,1,RANGER,93.89584873443962,243305.97407040247
30,4,1,MAGE,94.07885004963185,242802.24833157798
30,4,1,CLERIC,93.1167659449423,249720.35998596673
30,4,1,PALADIN,93.9000946973861,247533.04642457436
31,4,1,WARRIOR,99.39675990785189,254168.13031351438
31,4,1,ROGUE,100.14492123277375,252620.38442465398
31,4,1,RANGER,100.17677536126601,252354.49255910763
31,4,1,MAGE,100.36087165666984,251879.00381612525
31,4,1,CLERIC,99.36397792503101,259134.93224805355
31,4,1,PALADIN,100.18883280519226,256874.60834623317
32,4,1,WARRIOR,105.79810769225953,263343.7176498612
32,4,1,ROGUE,106.61387121048799,261719.09195015792
32,4,1,RANGER,106.6155157949515,261562.0992598574
32,4,1,MAGE,106.79990952156112,261127.27587910366
32,4,1,CLERIC,105.77475238572943,268740.63915402826
32,4,1,PALADIN,106.68971670321933,266220.7878619566
33,4,1,WARRIOR,112.37598218531356,272662.5345482804
33,4,1,ROGUE,113.27396505393413,270985.03270707134
33,4,1,RANGER,113.25303954735884,270794.41474659485
33,4,1,MAGE,113.42631108059564,270416.19759815367
33,4,1,CLERIC,112.3630398315171,278436.35557930585
33,4,1,PALADIN,113.36409168198324,275719.787886481
34,4,1,WARRIOR,119.12349283869762,282027.8294768586
34,4,1,ROGUE,120.08164004897739,280364.72768666776
34,4,1,RANGER,120.02909030393519,280203.15045991266
34,4,1,MAGE,120.21327637283062,279802.2768565191
34,4,1,CLERIC,119.11832023606175,288232.9146092661
34,4,1,PALADIN,120.20496664960218,285322.7326494459
35,4,1,WARRIOR,126.02625425037496,291585.366228487
35,4,1,ROGUE,127.08906185206888,289628.62756312644
35,4,1,RANGER,126.96511719414036,289747.95499340363
35,4,1,MAGE,127.18898364730761,289271.20352674375
35,4,1,CLERIC,126.05614217826616,298145.5021791064
35,4,1,PALADIN,127.24318711659207,295053.2645460942
36,4,1,WARRIOR,133.08072033802685,301199.20844421774
36,4,1,ROGUE,134.22482930047374,299056.218467162
36,4,1,RANGER,134.02925239122666,299276.9062302526
36,4,1,MAGE,134.29280606853504,298742.75137661246
36,4,1,CLERIC,133.13031744882863,308045.17125307006
36,4,1,PALADIN,134.4162544461027,304909.6688037369
37,4,1,WARRIOR,140.2713515610061,310939.01313149335
37,4,1,ROGUE,141.51639499524987,308519.55926354334
37,4,1,RANGER,141.27877987489606,308912.37683497946
37,4,1,MAGE,141.55899454830637,308393.5129964675
37,4,1,CLERIC,140.36435396392275,318170.7155434828
37,4,1,PALADIN,141.74138234346586,314894.1822744793
38,4,1,WARRIOR,147.64475070246934,320724.7871983303
38,4,1,ROGUE,149.00624720453806,318067.0216124777
38,4,1,RANGER,148.75096243553057,318627.64095083915
38,4,1,MAGE,148.9965348287105,318236.81917845015
38,4,1,CLERIC,147.8170817125402,328407.6572043548
38,4,1,PALADIN,149.24232981405,324939.29879292595
39,4,1,WARRIOR,155.1574296011043,330513.5722107568
39,4,1,ROGUE,156.5958028925284,327910.131858649
39,4,1,RANGER,156.31921291477207,328466.32928285346
39,4,1,MAGE,156.59475027121792,328022.2970344438
39,4,1,CLERIC,155.38891029696345,338678.64001314394
39,4,1,PALADIN,156.90560932182458,334958.5806056308
40,4,1,WARRIOR,162.89687931232206,340369.4329293756
40,4,1,ROGUE,164.41391790286372,337710.73311934556
40,4,1,RANGER,164.10165015463167,338221.50560460694
40,4,1,MAGE,164.38246053995732,337784.789007359
40,4,1,CLERIC,163.1785894105643,348879.9745765808
40,4,1,PALADIN,164.78107215372353,345133.5232662211
41,4,1,WARRIOR,170.72548701846915,350397.4793525026
41,4,1,ROGUE,172.36828815972302,347603.70194649545
41,4,1,RANGER,171.96922075773887,348249.0023425017
41,4,1,MAGE,172.28999106492134,347725.36229295644
41,4,1,CLERIC,171.10159193571968,359277.2150278675
41,4,1,PALADIN,172.77271821077554,355439.9401766774
42,4,1,WARRIOR,178.71707558224574,360389.00684316276
42,4,1,ROGUE,180.47162698359094,357480.57231104764
42,4,1,RANGER,180.0179240804815,358174.71936113184
42,4,1,MAGE,180.34439455969792,357684.6332401364
42,4,1,CLERIC,179.1731933589883,369708.70409324515
42,4,1,PALADIN,180.93941435727754,365694.76748634473
43,4,1,WARRIOR,186.88229214445735,370527.4173808538
43,4,1,ROGUE,188.72782644683952,367446.1905305396
43,4,1,RANGER,188.22977277775925,368353.90385804296
43,4,1,MAGE,188.5801454442274,367814.09814700746
43,4,1,CLERIC,187.424802211542,380341.7125634299
43,4,1,PALADIN,189.27189796877843,376149.71412313933
44,4,1,WARRIOR,195.1649591269188,380889.88358897925
44,4,1,ROGUE,197.13138392142332,377541.8582241881
44,4,1,RANGER,196.59810416579683,378538.4118569095
44,4,1,MAGE,196.96711802452165,377948.3090077608
44,4,1,CLERIC,195.83665215295449,390979.59719612607
44,4,1,PALADIN,197.7522634632628,386795.2869940716
45,4,1,WARRIOR,203.59342506036407,391166.02262026694
45,4,1,ROGUE,205.72033039233878,387487.37502255454
45,4,1,RANGER,205.10418224385154,388672.22137002397
45,4,1,MAGE,205.501533421135,388018.00793180475
45,4,1,CLERIC,204.38932926619435,401577.810995222
45,4,1,PALADIN,206.38434314358557,397363.6350672411
46,4,1,WARRIOR,212.096129855255,401513.4425513425
46,4,1,ROGUE,214.3871049863022,397715.3473990323
46,4,1,RANGER,213.71000346061834,398956.52195434814
46,4,1,MAGE,214.12966493692306,398252.381740851
46,4,1,CLERIC,213.033929154208,412371.02364998905
46,4,1,PALADIN,215.09782654129015,408015.3492190354
47,4,1,WARRIOR,220.74069959279987,412066.4332304532
47,4,1,ROGUE,223.1859775500939,407967.4107418479
47,4,1,RANGER,222.44842596745332,409340.8044088506
47,4,1,MAGE,222.9147691028943,408588.392848742
47,4,1,CLERIC,221.83947708508097,423274.69358164497
47,4,1,PALADIN,223.97293591455343,418873.67352853436
48,4,1,WARRIOR,229.51864176789832,422709.0049862332
48,4,1,ROGUE,232.15257763521183,418326.19166564004
48,4,1,RANGER,231.32205503118286,419724.14924686623
48,4,1,MAGE,231.8355880410136,418908.61082043644
48,4,1,CLERIC,230.7778059558583,434202.52176098095
48,4,1,PALADIN,232.9812438713747,429846.637376909
49,4,1,WARRIOR,238.42180652154974,433384.0717843931
49,4,1,ROGUE,241.24242506030654,428732.522789657
49,4,1,RANGER,240.32591855647405,430341.44031866826
49,4,1,MAGE,240.8883232533351,429450.94630512665
49,4,1,CLERIC,239.85314211002046,445363.146998095
49,4,1,PALADIN,242.13854399989225,440852.7812182909
50,4,1,WARRIOR,247.4627244122651,444258.29061167134
50,4,1,ROGUE,250.46979734942826,439288.6678927604
50,4,1,RANGER,249.480618127157,441005.1906574286
50,4,1,MAGE,250.10511394903014,440034.8442992194
