level,gap_h,session_min,growth_spread_pct,sale_spread_pct,fastest,slowest,highest_sale
20,4,1,1.3012182883096246,1.4810470958666722,ROGUE,PALADIN,CLERIC
21,4,1,1.3657828024654428,1.5055868829776164,ROGUE,PALADIN,CLERIC
22,4,1,1.4657747878125127,1.4752544059591477,ROGUE,PALADIN,CLERIC
23,4,1,1.4981822530585776,1.5153823661659072,ROGUE,PALADIN,CLERIC
24,4,1,1.5506789480187688,1.511002816845708,ROGUE,PALADIN,CLERIC
25,4,1,1.5864091297636218,1.52200823919717,ROGUE,PALADIN,CLERIC
26,4,1,1.6075122919626317,1.5915771983370686,ROGUE,PALADIN,CLERIC
27,4,1,1.6368390980826097,1.593545043887512,ROGUE,PALADIN,CLERIC
28,4,1,1.6637156629640382,1.653268470941227,ROGUE,PALADIN,CLERIC
29,4,1,1.6861582697724309,1.7475995260155752,ROGUE,PALADIN,CLERIC
30,4,1,1.6717729905023182,1.8544456960466915,ROGUE,PALADIN,CLERIC
31,4,1,1.6185164326812718,1.9599741693006933,ROGUE,PALADIN,CLERIC
32,4,1,1.6122654451699692,2.071033120341448,RANGER,PALADIN,CLERIC
33,4,1,1.6797751117974213,2.162460293750179,RANGER,PALADIN,CLERIC
34,4,1,1.704409631792414,2.310065386672888,RANGER,PALADIN,CLERIC
35,4,1,1.7574670327841435,2.459533369854583,RANGER,PALADIN,CLERIC
36,4,1,1.780901116567568,2.559445593988463,RANGER,PALADIN,CLERIC
37,4,1,1.7920265860391638,2.656216224014041,RANGER,PALADIN,CLERIC
38,4,1,1.888366515102602,2.7148448284296522,RANGER,PALADIN,CLERIC
39,4,1,1.9445371882040652,2.7799263360684057,RANGER,PALADIN,CLERIC
40,4,1,1.9745858608483546,2.886154604087232,RANGER,PALADIN,CLERIC
41,4,1,1.9843990261043887,2.983123230873197,RANGER,PALADIN,CLERIC
42,4,1,1.9850774102757818,3.0500488485513566,RANGER,PALADIN,CLERIC
43,4,1,2.010311658431907,3.117987847204162,RANGER,PALADIN,CLERIC
44,4,1,2.0369627886793085,3.2219073212797156,RANGER,PALADIN,CLERIC
45,4,1,2.051893886723155,3.2994727666096235,RANGER,PALADIN,CLERIC
46,4,1,2.0795721867916894,3.363086069711363,RANGER,PALADIN,CLERIC
47,4,1,2.1341991265679594,3.3967955001220407,RANGER,PALADIN,CLERIC
48,4,1,2.1808578858586447,3.462751989700874,RANGER,PALADIN,CLERIC
49,4,1,2.2061112916591963,3.495101510160592,RANGER,PALADIN,CLERIC
50,4,1,2.238542268517585,3.558690004843279,RANGER,PALADIN,CLERIC
51,4,1,2.268557359476886,3.5931618446741753,RANGER,PALADIN,CLERIC
52,4,1,2.3145989583909676,3.620393163931146,RANGER,PALADIN,CLERIC
53,4,1,2.3445972631974232,3.6667906256864002,RANGER,PALADIN,CLERIC
54,4,1,2.3830501646760593,3.6869934671587057,RANGER,PALADIN,CLERIC
55,4,1,2.411821255301594,3.7091928990851786,RANGER,PALADIN,CLERIC
56,4,1,2.437895991381267,3.713073079976792,RANGER,PALADIN,CLERIC
57,4,1,2.474708752635202,3.7289615318445657,RANGER,PALADIN,CLERIC
58,4,1,2.5062955594846947,3.737674622089493,RANGER,PALADIN,CLERIC
59,4,1,2.554524206558151,3.73976773701703,WARRIOR,PALADIN,CLERIC
60,4,1,2.6237419593437394,3.747818475780673,WARRIOR,PALADIN,CLERIC
61,4,1,2.6975056114158624,3.760731747372703,WARRIOR,PALADIN,CLERIC
62,4,1,2.7745326638941137,3.7644866876073824,WARRIOR,PALADIN,CLERIC
63,4,1,2.852305543177902,3.775895826704856,WARRIOR,PALADIN,CLERIC
64,4,1,2.9306222816329663,3.7942860329418737,WARRIOR,PALADIN,CLERIC
65,4,1,3.020451271727631,3.811115345276428,WARRIOR,PALADIN,CLERIC
66,4,1,3.1121909399261627,3.8331432457401116,WARRIOR,PALADIN,CLERIC
67,4,1,3.2058622321347263,3.8497446982108885,WARRIOR,PALADIN,CLERIC
68,4,1,3.29609733948264,3.8734890564663838,WARRIOR,PALADIN,CLERIC
69,4,1,3.4002292480094454,3.889080136519496,WARRIOR,PALADIN,CLERIC
70,4,1,3.494554011273099,3.913449178977535,WARRIOR,PALADIN,CLERIC
71,4,1,3.596968887096841,3.934786144556579,WARRIOR,PALADIN,CLERIC
72,4,1,3.703977934836411,3.9613099307503674,WARRIOR,PALADIN,CLERIC
73,4,1,3.8120996520148998,3.9827088516515063,WARRIOR,PALADIN,CLERIC
74,4,1,3.9252064288134436,3.9998737645580595,WARRIOR,PALADIN,CLERIC
75,4,1,4.0476410664167295,4.056881203617557,WARRIOR,PALADIN,CLERIC
76,4,1,4.168697601871263,4.088711112989385,WARRIOR,PALADIN,CLERIC
77,4,1,4.291782734879646,4.128549517519864,WARRIOR,PALADIN,CLERIC
78,4,1,4.411223005670695,4.1778115298906515,WARRIOR,PALADIN,CLERIC
79,4,1,4.5409272374273835,4.259444575704041,WARRIOR,PALADIN,CLERIC
80,4,1,4.673601566678887,4.313835592517257,WARRIOR,PALADIN,CLERIC
81,4,1,4.8096110732381625,4.390194899229094,WARRIOR,PALADIN,CLERIC
82,4,1,4.945209352376234,4.484311025383891,WARRIOR,PALADIN,CLERIC
83,4,1,5.081429820944106,4.520359421882181,WARRIOR,PALADIN,CLERIC
84,4,1,5.221676642649564,4.587658354285762,WARRIOR,PALADIN,CLERIC
85,4,1,5.361073330171728,4.667715690624119,WARRIOR,PALADIN,CLERIC
86,4,1,5.504481574211106,4.73930461122134,WARRIOR,PALADIN,CLERIC
87,4,1,5.65226859146295,4.827643310078211,WARRIOR,PALADIN,CLERIC
88,4,1,5.7954973785205866,4.905643831952755,WARRIOR,PALADIN,CLERIC
89,4,1,5.949869361941795,4.969804424466551,WARRIOR,PALADIN,CLERIC
90,4,1,6.107884003201258,5.040448986799451,WARRIOR,PALADIN,CLERIC
91,4,1,6.267550055733229,5.102237084751793,WARRIOR,PALADIN,CLERIC
92,4,1,6.427385055900392,5.184648361371069,WARRIOR,PALADIN,CLERIC
93,4,1,6.585562804041367,5.255836955037796,WARRIOR,PALADIN,CLERIC
94,4,1,6.745412069241796,5.326330971045401,WARRIOR,PALADIN,CLERIC
95,4,1,6.909943252551254,5.404468814779961,WARRIOR,PALADIN,CLERIC
96,4,1,7.070064123190778,5.471018792455351,WARRIOR,PALADIN,CLERIC
97,4,1,7.223958275672149,5.542289699139458,WARRIOR,PALADIN,CLERIC
98,4,1,7.381738841546381,5.6238365133443935,WARRIOR,PALADIN,CLERIC
99,4,1,7.539149442015813,5.711437259740881,WARRIOR,PALADIN,CLERIC
100,4,1,7.691083460340198,5.792999171000179,WARRIOR,PALADIN,CLERIC
20,4,5,1.3012182883096468,1.4810470958666944,ROGUE,PALADIN,CLERIC
21,4,5,1.3657828024654428,1.5055868829776164,ROGUE,PALADIN,CLERIC
22,4,5,1.4657747878125127,1.4752544059591477,ROGUE,PALADIN,CLERIC
23,4,5,1.4981822530585998,1.515382366165885,ROGUE,PALADIN,CLERIC
24,4,5,1.550678948018791,1.5110028168456857,ROGUE,PALADIN,CLERIC
25,4,5,1.5864091297635996,1.52200823919717,ROGUE,PALADIN,CLERIC
26,4,5,1.6075122919626539,1.5915771983370464,ROGUE,PALADIN,CLERIC
27,4,5,1.6368390980826097,1.5935450438874899,ROGUE,PALADIN,CLERIC
28,4,5,1.6637156629639938,1.6532684709412493,ROGUE,PALADIN,CLERIC
29,4,5,1.686158269772453,1.7475995260155752,ROGUE,PALADIN,CLERIC
30,4,5,1.671772990502296,1.8544456960466915,ROGUE,PALADIN,CLERIC
31,4,5,1.6185164326812718,1.9599741693006933,ROGUE,PALADIN,CLERIC
32,4,5,1.6122654451699692,2.07103312034147,RANGER,PALADIN,CLERIC
33,4,5,1.6797751117974213,2.1624602937502013,RANGER,PALADIN,CLERIC
34,4,5,1.704409631792414,2.3100653866729104,RANGER,PALADIN,CLERIC
35,4,5,1.7574670327841213,2.459533369854583,RANGER,PALADIN,CLERIC
36,4,5,1.7809011165675903,2.559445593988463,RANGER,PALADIN,CLERIC
37,4,5,1.792026586039186,2.656216224014063,RANGER,PALADIN,CLERIC
38,4,5,1.888366515102602,2.7148448284296745,RANGER,PALADIN,CLERIC
39,4,5,1.9445371882040874,2.7799263360683835,RANGER,PALADIN,CLERIC
40,4,5,1.9745858608483546,2.8861546040872543,RANGER,PALADIN,CLERIC
41,4,5,1.9843990261043887,2.983123230873219,RANGER,PALADIN,CLERIC
42,4,5,1.985077410275804,3.0500488485513566,RANGER,PALADIN,CLERIC
43,4,5,2.0103116584318848,3.11798784720414,RANGER,PALADIN,CLERIC
44,4,5,2.0369627886793307,3.221907321279671,RANGER,PALADIN,CLERIC
45,4,5,2.0518938867231773,3.2994727666096235,RANGER,PALADIN,CLERIC
46,4,5,2.0795721867916894,3.3630860697113407,RANGER,PALADIN,CLERIC
47,4,5,2.134199126567937,3.3967955001220185,RANGER,PALADIN,CLERIC
48,4,5,2.1808578858586447,3.462751989700852,RANGER,PALADIN,CLERIC
49,4,5,2.2061112916592185,3.49510151016057,RANGER,PALADIN,CLERIC
50,4,5,2.238542268517607,3.558690004843279,RANGER,PALADIN,CLERIC
51,4,5,2.2685573594768638,3.5931618446741975,RANGER,PALADIN,CLERIC
52,4,5,2.31459895839099,3.6203931639311904,RANGER,PALADIN,CLERIC
53,4,5,2.3445972631974232,3.6667906256864002,RANGER,PALADIN,CLERIC
54,4,5,2.3830501646760593,3.6869934671586835,RANGER,PALADIN,CLERIC
55,4,5,2.4118212553016383,3.709192899085201,RANGER,PALADIN,CLERIC
56,4,5,2.437895991381267,3.713073079976792,RANGER,PALADIN,CLERIC
57,4,5,2.4747087526352463,3.7289615318445213,RANGER,PALADIN,CLERIC
58,4,5,2.506295559484739,3.7376746220894486,RANGER,PALADIN,CLERIC
59,4,5,2.554524206558173,3.7397677370170523,WARRIOR,PALADIN,CLERIC
60,4,5,2.6237419593437394,3.747818475780651,WARRIOR,PALADIN,CLERIC
61,4,5,2.6975056114158846,3.760731747372681,WARRIOR,PALADIN,CLERIC
62,4,5,2.774532663894136,3.764486687607338,WARRIOR,PALADIN,CLERIC
63,4,5,2.85230554317788,3.7758958267048337,WARRIOR,PALADIN,CLERIC
64,4,5,2.9306222816330108,3.794286032941918,WARRIOR,PALADIN,CLERIC
65,4,5,3.0204512717276533,3.811115345276428,WARRIOR,PALADIN,CLERIC
66,4,5,3.1121909399261627,3.8331432457400894,WARRIOR,PALADIN,CLERIC
67,4,5,3.2058622321347485,3.8497446982109107,WARRIOR,PALADIN,CLERIC
68,4,5,3.296097339482662,3.8734890564663615,WARRIOR,PALADIN,CLERIC
69,4,5,3.4002292480094676,3.889080136519496,WARRIOR,PALADIN,CLERIC
70,4,5,3.494554011273121,3.9134491789775128,WARRIOR,PALADIN,CLERIC
71,4,5,3.5969688870968852,3.934786144556579,WARRIOR,PALADIN,CLERIC
72,4,5,3.7039779348364554,3.9613099307503674,WARRIOR,PALADIN,CLERIC
73,4,5,3.8120996520149664,3.9827088516515285,WARRIOR,PALADIN,CLERIC
74,4,5,3.9252064288134436,3.9998737645580595,WARRIOR,PALADIN,CLERIC
75,4,5,4.047641066416752,4.056881203617535,WARRIOR,PALADIN,CLERIC
76,4,5,4.168697601871285,4.088711112989363,WARRIOR,PALADIN,CLERIC
77,4,5,4.291782734879668,4.128549517519864,WARRIOR,PALADIN,CLERIC
78,4,5,4.411223005670739,4.1778115298906515,WARRIOR,PALADIN,CLERIC
79,4,5,4.540927237427428,4.259444575704019,WARRIOR,PALADIN,CLERIC
80,4,5,4.673601566678909,4.313835592517279,WARRIOR,PALADIN,CLERIC
81,4,5,4.809611073238185,4.390194899229094,WARRIOR,PALADIN,CLERIC
82,4,5,4.945209352376279,4.484311025383891,WARRIOR,PALADIN,CLERIC
83,4,5,5.081429820944128,4.520359421882181,WARRIOR,PALADIN,CLERIC
84,4,5,5.221676642649609,4.587658354285806,WARRIOR,PALADIN,CLERIC
85,4,5,5.361073330171728,4.667715690624075,WARRIOR,PALADIN,CLERIC
86,4,5,5.504481574211106,4.739304611221362,WARRIOR,PALADIN,CLERIC
87,4,5,5.65226859146295,4.827643310078211,WARRIOR,PALADIN,CLERIC
88,4,5,5.795497378520609,4.905643831952755,WARRIOR,PALADIN,CLERIC
89,4,5,5.9498693619418175,4.969804424466573,WARRIOR,PALADIN,CLERIC
90,4,5,6.107884003201236,5.040448986799473,WARRIOR,PALADIN,CLERIC
91,4,5,6.267550055733273,5.102237084751793,WARRIOR,PALADIN,CLERIC
92,4,5,6.427385055900436,5.184648361371091,WARRIOR,PALADIN,CLERIC
93,4,5,6.585562804041345,5.255836955037796,WARRIOR,PALADIN,CLERIC
94,4,5,6.7454120692418185,5.326330971045379,WARRIOR,PALADIN,CLERIC
95,4,5,6.909943252551232,5.404468814779961,WARRIOR,PALADIN,CLERIC
96,4,5,7.0700641231908,5.471018792455351,WARRIOR,PALADIN,CLERIC
97,4,5,7.223958275672171,5.54228969913948,WARRIOR,PALADIN,CLERIC
98,4,5,7.381738841546404,5.6238365133443935,WARRIOR,PALADIN,CLERIC
99,4,5,7.539149442015836,5.7114372597409035,WARRIOR,PALADIN,CLERIC
100,4,5,7.69108346034022,5.792999171000202,WARRIOR,PALADIN,CLERIC
20,4,12,1.3468746221738659,1.4806037172282904,ROGUE,PALADIN,CLERIC
21,4,12,1.4161887667994533,1.5051490332645079,ROGUE,PALADIN,CLERIC
22,4,12,1.5202534419892721,1.474757515345182,ROGUE,PALADIN,CLERIC
23,4,12,1.5560449160099799,1.5148747790955097,ROGUE,PALADIN,CLERIC
24,4,12,1.6105857586794503,1.5104426040602803,ROGUE,PALADIN,CLERIC
25,4,12,1.6475402270559547,1.52139577090169,ROGUE,PALADIN,CLERIC
26,4,12,1.6701965856917411,1.5909624281150725,ROGUE,PALADIN,CLERIC
27,4,12,1.7018415745000626,1.5928350251291912,ROGUE,PALADIN,CLERIC
28,4,12,1.730943683036279,1.6525732216434497,ROGUE,PALADIN,CLERIC
29,4,12,1.7552881483767102,1.7469232400148638,ROGUE,PALADIN,CLERIC
30,4,12,1.7423797576469502,1.8537627955919067,ROGUE,PALADIN,CLERIC
31,4,12,1.6908985460872383,2.0691508695763305,ROGUE,PALADIN,CLERIC
32,4,12,1.6658215486318406,2.154779987143085,RANGER,PALADIN,CLERIC
33,4,12,1.7390612428938912,2.337780587815441,RANGER,PALADIN,CLERIC
34,4,12,1.7683318458214803,2.4532922733697227,RANGER,PALADIN,CLERIC
35,4,12,1.8252748551838227,2.5712191281166863,RANGER,PALADIN,CLERIC
36,4,12,1.8523768314881561,2.5914188101544333,RANGER,PALADIN,CLERIC
37,4,12,1.8666138535426091,2.6575431735557764,RANGER,PALADIN,CLERIC
38,4,12,1.9659882685731045,2.7141700050883566,RANGER,PALADIN,CLERIC
39,4,12,2.0253294037169356,2.779165650599902,RANGER,PALADIN,CLERIC
40,4,12,2.058071585098631,2.8854183171640013,RANGER,PALADIN,CLERIC
41,4,12,2.0700701630173013,2.9823883979192667,RANGER,PALADIN,CLERIC
42,4,12,2.073509284245856,3.049263276606373,RANGER,PALADIN,CLERIC
43,4,12,2.1014880463630536,3.1171423382867047,RANGER,PALADIN,CLERIC
44,4,12,2.130852493092328,3.251808291318792,RANGER,PALADIN,CLERIC
45,4,12,2.1493415971672425,3.3941663359602137,RANGER,PALADIN,CLERIC
46,4,12,2.1812268177666683,3.493462118586055,RANGER,PALADIN,CLERIC
47,4,12,2.241805259671681,3.5529417502303318,RANGER,PALADIN,CLERIC
48,4,12,2.29527521791133,3.581214225634599,RANGER,PALADIN,CLERIC
49,4,12,2.3263131311040297,3.6144461172170406,RANGER,PALADIN,CLERIC
50,4,12,2.3644998066134404,3.6823072517896405,RANGER,PALADIN,CLERIC
51,4,12,2.400449026980067,3.738560636781707,RANGER,PALADIN,CLERIC
52,4,12,2.4530821155700933,3.7693135342269146,RANGER,PALADIN,CLERIC
53,4,12,2.489632499874639,3.8100444540531964,RANGER,PALADIN,CLERIC
54,4,12,2.534593305905508,3.908855795652233,RANGER,PALADIN,CLERIC
55,4,12,2.5693094646268566,3.9514315666505873,RANGER,PALADIN,CLERIC
56,4,12,2.6008875710914703,4.073070139008328,RANGER,PALADIN,CLERIC
57,4,12,2.6428063893123355,4.134695962218138,RANGER,PALADIN,CLERIC
58,4,12,2.6788201804857303,4.249812435588063,RANGER,PALADIN,CLERIC
59,4,12,2.7174311334941637,4.338520522359368,RANGER,PALADIN,CLERIC
60,4,12,2.7606142522886845,4.404721310858406,RANGER,PALADIN,CLERIC
61,4,12,2.8014026280008153,4.538685611297932,RANGER,PALADIN,CLERIC
62,4,12,2.8507968920808313,4.621515013524302,RANGER,PALADIN,CLERIC
63,4,12,2.8913205902496575,4.724960447056703,RANGER,PALADIN,CLERIC
64,4,12,2.9393832510329787,4.8468089936021475,RANGER,PALADIN,CLERIC
65,4,12,2.9891005039762497,4.970687403155449,RANGER,PALADIN,CLERIC
66,4,12,3.041140219382754,5.0989281668391895,RANGER,PALADIN,CLERIC
67,4,12,3.096002462729208,5.1830670565269354,RANGER,PALADIN,CLERIC
68,4,12,3.147060481370856,5.267717954909945,RANGER,PALADIN,CLERIC
69,4,12,3.2021992064764415,5.362947712319555,RANGER,PALADIN,CLERIC
70,4,12,3.2558756341920514,5.462844877568163,RANGER,PALADIN,CLERIC
71,4,12,3.3147581790094582,5.545475882352391,RANGER,PALADIN,CLERIC
72,4,12,3.3730223255663105,5.667404681130495,RANGER,PALADIN,CLERIC
73,4,12,3.430037278269693,5.759901817166391,RANGER,PALADIN,CLERIC
74,4,12,3.4956282884555767,5.861151255778885,RANGER,PALADIN,CLERIC
75,4,12,3.563268486601423,5.958979496527728,RANGER,PALADIN,CLERIC
76,4,12,3.6302779690474463,6.047546518145008,RANGER,PALADIN,CLERIC
77,4,12,3.695822902420587,6.140218577013812,RANGER,PALADIN,CLERIC
78,4,12,3.760205443840192,6.240866879024343,RANGER,PALADIN,CLERIC
79,4,12,3.8280394492483882,6.336018392718001,RANGER,PALADIN,CLERIC
80,4,12,3.8951714234428225,6.442136777789442,RANGER,PALADIN,CLERIC
81,4,12,3.96210290805723,6.56243717360836,RANGER,PALADIN,CLERIC
82,4,12,4.03116743109333,6.7072486734273795,RANGER,PALADIN,CLERIC
83,4,12,4.1001887924507985,6.795712850909719,RANGER,PALADIN,CLERIC
84,4,12,4.171528094827437,6.896226300128205,RANGER,PALADIN,CLERIC
85,4,12,4.239662680916245,7.018473437023909,RANGER,PALADIN,CLERIC
86,4,12,4.309773141912321,7.1491345708421195,RANGER,PALADIN,CLERIC
87,4,12,4.384353000105379,7.263580226941335,RANGER,PALADIN,CLERIC
88,4,12,4.460817127726258,7.37081162241644,RANGER,PALADIN,CLERIC
89,4,12,4.539076711477885,7.48699233896255,RANGER,PALADIN,CLERIC
90,4,12,4.616341896505571,7.618624286438158,RANGER,PALADIN,CLERIC
91,4,12,4.690496228746754,7.717375640710378,RANGER,PALADIN,CLERIC
92,4,12,4.765113290921041,7.865220674074069,RANGER,PALADIN,CLERIC
93,4,12,4.841586061110759,7.981883785914534,RANGER,PALADIN,CLERIC
94,4,12,4.917025354236704,8.093499573347106,RANGER,PALADIN,CLERIC
95,4,12,4.995468752889831,8.220008849161498,RANGER,PALADIN,CLERIC
96,4,12,5.070805658644484,8.337150348099653,RANGER,PALADIN,CLERIC
97,4,12,5.147280814151123,8.449541053935228,RANGER,PALADIN,CLERIC
98,4,12,5.224709919921544,8.576965382495105,RANGER,PALADIN,CLERIC
