level,gap_h,session_min,growth_spread_pct,sale_spread_pct,fastest,slowest,highest_sale,lowest_sale
20,4,1,1.533272260868923,2.6745659967308155,CLERIC,MAGE,CLERIC,MAGE
21,4,1,1.5368112882929053,2.7471858374862546,CLERIC,MAGE,CLERIC,MAGE
22,4,1,1.5303657467134357,2.801657371705879,CLERIC,MAGE,CLERIC,MAGE
23,4,1,1.4970581199915678,2.8282600281979597,CLERIC,MAGE,CLERIC,MAGE
24,4,1,1.5167033763339832,2.9285454148156864,CLERIC,MAGE,CLERIC,MAGE
25,4,1,1.5088933349262534,2.9758052772535404,CLERIC,MAGE,CLERIC,MAGE
26,4,1,1.4777594198967403,3.0090480468224268,CLERIC,MAGE,CLERIC,MAGE
27,4,1,1.468213071650526,3.062860683990243,CLERIC,MAGE,CLERIC,MAGE
28,4,1,1.4483912234039664,3.1164402212308095,CLERIC,MAGE,CLERIC,MAGE
29,4,1,1.4395857402029755,3.1815251453661375,CLERIC,MAGE,CLERIC,MAGE
30,4,1,1.4072258754455946,3.224373235631628,CLERIC,MAGE,CLERIC,MAGE
31,4,1,1.3940912909077285,3.278800831217743,CLERIC,MAGE,CLERIC,MAGE
32,4,1,1.3713984603848095,3.325538642830894,CLERIC,MAGE,CLERIC,MAGE
33,4,1,1.3640170296757015,3.392917352482172,CLERIC,MAGE,CLERIC,MAGE
34,4,1,1.3544895979758165,3.4507285357356476,CLERIC,MAGE,CLERIC,MAGE
35,4,1,1.3485255871916735,3.527328995582746,CLERIC,MAGE,CLERIC,MAGE
36,4,1,1.3340920894708619,3.5886166110241646,CLERIC,MAGE,CLERIC,MAGE
37,4,1,1.3312332236354418,3.6625993954819025,CLERIC,MAGE,CLERIC,MAGE
38,4,1,1.293057158130373,3.7029197903079902,CLERIC,MAGE,CLERIC,MAGE
39,4,1,1.2842249633443048,3.764437975006607,CLERIC,MAGE,CLERIC,MAGE
40,4,1,1.2560574156407878,3.8163252752664523,CLERIC,MAGE,CLERIC,MAGE
41,4,1,1.2301143293363959,3.871651431126688,CLERIC,MAGE,CLERIC,MAGE
42,4,1,1.2038335465516026,3.9271544894797783,CLERIC,MAGE,CLERIC,MAGE
43,4,1,1.2028201695722718,3.9837749391663957,WARRIOR,MAGE,CLERIC,MAGE
44,4,1,1.2293074478284538,4.038265432656729,WARRIOR,MAGE,CLERIC,MAGE
45,4,1,1.2588467190209895,4.097521772637691,WARRIOR,MAGE,CLERIC,MAGE
46,4,1,1.2914874413130217,4.159549863422285,WARRIOR,MAGE,CLERIC,MAGE
47,4,1,1.3348214602935116,4.230539254308363,WARRIOR,MAGE,CLERIC,MAGE
48,4,1,1.375054743526749,4.297258869933618,WARRIOR,MAGE,CLERIC,MAGE
49,4,1,1.4117975282780693,4.366973464284429,WARRIOR,MAGE,CLERIC,MAGE
50,4,1,1.46600764352256,4.447129888099011,WARRIOR,MAGE,CLERIC,MAGE
51,4,1,1.511391392606587,4.510267931257816,WARRIOR,MAGE,CLERIC,MAGE
