level,gap_h,session_min,growth_spread_pct,sale_spread_pct,fastest,slowest,highest_sale,lowest_sale
20,4,1,2.1685157424798263,2.417270460658405,ROGUE,MAGE,ROGUE,MAGE
21,4,1,2.0582930521038545,2.3757786822689475,ROGUE,MAGE,ROGUE,MAGE
22,4,1,1.9980521679932695,2.0824278561770493,ROGUE,MAGE,ROGUE,MAGE
23,4,1,1.8985978742810161,2.007259166000397,ROGUE,MAGE,ROGUE,MAGE
24,4,1,1.8187968653304187,1.8599087596699038,ROGUE,MAGE,ROGUE,MAGE
25,4,1,1.7227330431331511,1.7888238343181762,ROGUE,MAGE,ROGUE,WARRIOR
26,4,1,1.7038859460842382,1.6864110157547518,RANGER,MAGE,ROGUE,MAGE
27,4,1,1.6981624753752422,1.7391899905909058,RANGER,MAGE,RANGER,WARRIOR
28,4,1,1.729381156032539,1.7477183955603603,RANGER,MAGE,RANGER,MAGE
29,4,1,1.7560232481228955,1.7706362229241712,RANGER,MAGE,RANGER,MAGE
30,4,1,1.7444011614716537,1.7539277722028013,RANGER,MAGE,RANGER,MAGE
31,4,1,1.7621519412660769,1.80224947579537,RANGER,MAGE,RANGER,MAGE
32,4,1,1.7458724027886952,1.8193437258451572,RANGER,MAGE,CLERIC,MAGE
33,4,1,1.7264473926243085,1.8423940235349878,RANGER,MAGE,CLERIC,MAGE
34,4,1,1.7196926246306088,1.9109468269516094,RANGER,MAGE,CLERIC,MAGE
35,4,1,1.7209302380434943,1.969717177627861,RANGER,MAGE,CLERIC,MAGE
36,4,1,1.7070067748315987,1.9951980362138189,RANGER,MAGE,CLERIC,MAGE
37,4,1,1.7499158496347755,2.058959716899378,RANGER,PALADIN,CLERIC,MAGE
38,4,1,1.8184874529747042,2.098837232461115,RANGER,PALADIN,CLERIC,MAGE
39,4,1,1.8799068304940603,2.1642680633941147,RANGER,PALADIN,CLERIC,MAGE
40,4,1,1.936059690515135,2.232095967561576,RANGER,PALADIN,CLERIC,MAGE
41,4,1,2.0011221887387354,2.2965866813911884,RANGER,PALADIN,CLERIC,MAGE
42,4,1,2.0228912934485477,2.3505686675472592,RANGER,PALADIN,CLERIC,MAGE
43,4,1,2.0685805958813974,2.402514983862347,RANGER,PALADIN,CLERIC,MAGE
44,4,1,2.111489659757071,2.452483556059981,RANGER,PALADIN,CLERIC,MAGE
45,4,1,2.1420580000586664,2.534019310813762,RANGER,PALADIN,CLERIC,MAGE
46,4,1,2.1690317907072654,2.6041810910071295,RANGER,PALADIN,CLERIC,MAGE
47,4,1,2.225033570228918,2.659458010782534,RANGER,PALADIN,CLERIC,MAGE
48,4,1,2.276528024230462,2.73455567916292,RANGER,PALADIN,CLERIC,MAGE
49,4,1,2.3216556816462397,2.7996219756193375,RANGER,PALADIN,CLERIC,MAGE
50,4,1,2.3750591192873705,2.87487772728956,RANGER,PALADIN,CLERIC,MAGE
51,4,1,2.4248702913379327,2.932895046979489,RANGER,PALADIN,CLERIC,MAGE
52,4,1,2.4643714879553524,3.0043751486802606,RANGER,PALADIN,CLERIC,MAGE
53,4,1,2.5004381217343052,3.0639443922222176,RANGER,PALADIN,CLERIC,MAGE
54,4,1,2.5343657992134894,3.1237822402081727,RANGER,PALADIN,CLERIC,MAGE
55,4,1,2.570177655087269,3.16920932807474,RANGER,PALADIN,CLERIC,MAGE
56,4,1,2.6082866043726893,3.2087123039737264,RANGER,PALADIN,CLERIC,MAGE
57,4,1,2.643728517536359,3.2384276120869915,RANGER,PALADIN,CLERIC,MAGE
58,4,1,2.6779386956035545,3.2662116940654684,RANGER,PALADIN,CLERIC,MAGE
59,4,1,2.7186625644022078,3.2916600151160713,RANGER,PALADIN,CLERIC,MAGE
60,4,1,2.7616799680791893,3.3214905091661917,RANGER,PALADIN,CLERIC,MAGE
61,4,1,2.803332522598123,3.346223624784006,RANGER,PALADIN,CLERIC,MAGE
62,4,1,2.850025297539305,3.370686364737052,RANGER,PALADIN,CLERIC,MAGE
63,4,1,2.894023113722932,3.400698380263023,RANGER,PALADIN,CLERIC,MAGE
64,4,1,2.9491147267535656,3.437635897573821,RANGER,PALADIN,CLERIC,MAGE
65,4,1,3.0014003048735693,3.469291653370088,RANGER,PALADIN,CLERIC,MAGE
66,4,1,3.0520233526776686,3.500077536124513,RANGER,PALADIN,CLERIC,MAGE
67,4,1,3.10388192646458,3.535931423662708,RANGER,PALADIN,CLERIC,MAGE
68,4,1,3.151708073906323,3.57139965781641,RANGER,PALADIN,CLERIC,MAGE
69,4,1,3.2064982816141674,3.6043702786549447,RANGER,PALADIN,CLERIC,MAGE
70,4,1,3.258098502168738,3.641095982745446,RANGER,PALADIN,CLERIC,MAGE
71,4,1,3.312881037534421,3.683339166018329,RANGER,PALADIN,CLERIC,MAGE
72,4,1,3.368621002834371,3.7216193673017317,RANGER,PALADIN,CLERIC,MAGE
73,4,1,3.4234177183452896,3.7619435032664406,RANGER,PALADIN,CLERIC,MAGE
74,4,1,3.5035583602230913,3.7961489598144826,WARRIOR,PALADIN,CLERIC,MAGE
75,4,1,3.6466642064192145,3.833518958681381,WARRIOR,PALADIN,CLERIC,MAGE
76,4,1,3.7911768879873575,3.8720609908503123,WARRIOR,PALADIN,CLERIC,MAGE
77,4,1,3.9411693478282883,3.9119863410654876,WARRIOR,PALADIN,CLERIC,MAGE
78,4,1,4.086824391368427,3.9477848589828834,WARRIOR,PALADIN,CLERIC,MAGE
79,4,1,4.235899467943027,3.9852487037743023,WARRIOR,PALADIN,CLERIC,MAGE
80,4,1,4.388473442438023,4.023404729155211,WARRIOR,PALADIN,CLERIC,MAGE
81,4,1,4.543301828492008,4.057842465008288,WARRIOR,PALADIN,CLERIC,MAGE
82,4,1,4.701722494877858,4.095237093526527,WARRIOR,PALADIN,CLERIC,MAGE
