hp_k,hp_power,feasible,max_growth_gap_pct,max_sale_gap_pct,level100_gap12,off_bonus_min_minutes,off_bonus_max_minutes,warrior_level20_minutes,warrior_level50_minutes
6250,0.5,False,4.197863598931617,10.510385672907985,4.197863598931595,74.03523485476363,87.5786275297803,23.250544930650854,53.41166212139939
6000,0.5,False,4.237629707162571,10.510385672907985,4.237629707162527,75.56189515886956,89.38456242551055,23.72998805072868,54.513049379736884
5750,0.5,False,4.269006272703524,10.510385672907985,4.269006272703524,77.18706807659473,91.30703101647472,24.240368763611748,55.685507155290246
5500,0.5,False,4.2904911196872675,10.510385672907985,4.2904911196872675,78.92182553295723,93.35913063395179,24.785164174365377,56.937023130130875
5000,0.5,False,4.298149929511252,10.510385672907985,4.29814992951123,82.7739089327066,97.91588226636165,25.994899489424306,59.71605364734977
5250,0.5,False,4.3010195800063045,10.510385672907985,4.3010195800063045,80.77906376566358,95.55611664656233,25.368424308018938,58.27690111064733
6250,0.6,False,4.628070149789654,10.510385672907985,4.6280701497896315,67.21866778194368,82.23212490870786,16.74814054113334,45.43303807118576
6000,0.6,False,4.686014360578095,10.510385672907985,4.68601436057805,68.88539626493642,84.2711213560487,17.163421054689856,46.559578377931956
5750,0.6,False,4.734725234617576,10.510385672907985,4.734725234617554,70.6670894443437,86.45076015152874,17.60734606472866,47.763823221251016
5500,0.6,False,4.772443831989315,10.510385672907985,4.772443831989315,72.57721475577426,88.78751671609479,18.083271104939058,49.05487522895349
5250,0.6,False,4.797932450931031,10.510385672907985,4.797932450931008,74.6315272789581,91.30066506583567,18.59512169628534,50.4433832454869
5000,0.6,False,4.808304617377757,10.510385672907985,4.808304617377734,76.84859090126857,94.01291537867756,19.147523199622896,51.94189458589953
6250,0.7,False,4.969211603711332,10.510385672907985,4.969211603711332,61.029715205780626,77.21201573639564,12.064995729451269,38.64756452125761
6000,0.7,False,5.046517322213728,10.510385672907985,5.046517322213684,62.79881954522832,79.45020596284817,12.414730874510091,39.767864261689105
5750,0.7,False,5.1139674620538145,10.510385672907985,5.113967462053792,64.69785230836021,81.85277571262439,12.790151636347389,40.97044223528208
5500,0.7,False,5.169562290895957,10.510385672907985,5.169562290895935,66.74265409010485,84.43976578487903,13.194389550306838,42.265329627869335
5250,0.7,False,5.2119065774457685,10.510385672907985,5.2119065774457685,68.9518373244308,87.23472378326079,13.631124118014597,43.66431291494525
6250,0.8,True,5.236968631059935,10.510385672907985,5.236968631059913,55.41059144732422,72.49837433601463,8.691897856025257,32.87661127337216
5000,0.7,False,5.237685932092018,10.510385672907985,5.2376859320919955,71.34743302157872,90.26552233839979,14.104710661194737,45.18134341328846
6000,0.8,True,5.334267516867208,10.510385672907985,5.334267516867164,57.250040648768774,74.90508166930816,8.980440247519184,33.968006524233196
5750,0.8,False,5.4212868823327875,10.510385672907985,5.421286882332765,59.232835627269864,77.49934043515435,9.291468355547075,35.14445272414321
6250,0.9,True,5.444236773027211,10.510385672907985,5.444236773027189,50.30883126669849,68.07249145403875,6.262225041767451,27.968322764681552
5500,0.8,False,5.495802267031458,10.510385672907985,5.4958022670314355,61.377140056714374,80.30491570796161,9.627831397090745,36.41672687493681
5250,0.8,False,5.556276747319244,10.510385672907985,5.5562767473192,63.704389334602816,83.34985323550939,9.992891803062882,37.797547181071174
6000,0.9,True,5.561743413761855,10.510385672907985,5.5617434137618105,52.19154082864787,70.61997123719706,6.49657655955,29.014982513575553
5000,0.8,False,5.598985248184785,10.510385672907985,5.59898524818474,66.24007205686624,86.66750190870178,10.390647803161741,39.3020367198935
6250,1.0,True,5.601608460640817,10.510385672907985,5.601608460640817,45.67679999999996,63.916799999999974,4.511999999999929,23.793600000000055
5750,0.9,True,5.668723117814101,10.510385672907985,5.6687231178140784,54.22944798422321,73.37744768694016,6.750246400433113,30.147921674682898
6250,1.1,True,5.7177901983967105,10.510385672907985,5.717790198396688,41.47124879883773,60.01480531968415,3.2511396427296546,20.24268622572773
6000,1.0,True,5.739225207465881,10.510385672907985,5.739225207465859,47.579999999999956,66.57999999999994,4.699999999999989,24.784999999999968
5500,0.9,False,5.762742721749192,10.510385672907985,5.762742721749148,56.44296549034067,76.37254114716711,7.025775455833312,31.378488366406962
6250,2.0,False,5.768483977875638,10.510385672907985,5.768483977875638,17.386417152,34.04464435199998,0.1706741760000341,4.733303039999939
6250,1.2,False,5.799951015701299,10.510385672907985,5.799951015701277,37.652910819827596,56.35101972501111,2.342761166699532,17.222265513296158
6250,1.9,False,5.811673628989644,10.510385672907985,5.8116736289896,19.14955353335614,36.258131848079245,0.23674326597554085,5.562022155086659
5250,0.9,False,5.842139622181164,10.510385672907985,5.8421396221811195,58.85628835965399,79.6379897028348,7.326175415950971,32.7201333866725
6250,1.8,False,5.847894605085413,10.510385672907985,5.847894605085369,21.091487528509525,38.61553410633476,0.3284061593570442,6.53603601913197
6250,1.3,False,5.854007922071869,10.510385672907985,5.854007922071847,34.186134593700004,52.91090102073671,1.6882859931531868,14.652997103450751
5750,1.0,True,5.8662239103351554,10.510385672907985,5.8662239103351554,49.64869565217391,69.4747826086957,4.904347826086912,25.862608695652085
6000,1.1,True,5.875188344310733,10.510385672907985,5.875188344310711,43.37592575456931,62.771144229312554,3.4004568428796844,21.172385212205427
6250,1.7,False,5.8754943739733,10.510385672907985,5.875494373973256,23.230350795928345,41.12620806183383,0.45558460991276917,7.680855264647803
6250,1.4,False,5.884857379880892,10.510385672907985,5.884857379880892,31.038551150822506,49.680794783978435,1.2167164320431567,12.467419982034436
6250,1.6,False,5.892501785552184,10.510385672907985,5.89250178555214,25.586113704518993,43.80011901137422,0.6320495694879114,9.026476429437906
6250,1.5,False,5.896562128068639,10.510385672907985,5.8965621280686165,28.180771795117217,46.64788016746222,0.8769156720743609,10.608172024964624
5000,0.9,False,5.902795540052019,10.510385672907985,5.902795540051997,61.49831830350191,83.21290003657867,7.655043840418152,34.18892414095911
6000,1.2,False,5.9766335476538535,10.510385672907985,5.9766335476538535,39.543315154810976,59.180182455049,2.4603819765899004,18.086927625087696
5500,1.0,True,5.979978584367895,10.510385672907985,5.979978584367851,51.905454545454575,72.63272727272732,5.127272727272754,27.038181818181783
5750,1.1,True,6.022014974057188,10.510385672907985,6.022014974057144,45.45487869762798,65.77968532127876,3.563436413650045,22.187150702112177
6000,1.3,False,6.049358024529838,10.510385672907985,6.049358024529838,36.04934641119403,55.79464957048529,1.7803009123927538,15.451614370051203
6000,2.0,False,6.073251241772759,10.510385672907985,6.073251241772759,18.865469999999966,36.940803333333356,0.18519333333330223,5.135962499999955
5250,1.0,False,6.078717012178481,10.510385672907985,6.078717012178481,54.37714285714282,76.09142857142857,5.371428571428574,28.32571428571434
6000,1.4,False,6.098175933569805,10.510385672907985,6.098175933569783,32.86409780228457,52.60279356282503,1.288278168204755,13.200697018387686
6000,1.9,False,6.103163199526995,10.510385672907985,6.103163199526973,20.693945938558862,39.182314041438175,0.2558363744032732,6.010593697964914
6000,1.8,False,6.12533490156959,10.510385672907985,6.1253349015695235,22.699641117236844,41.559836146187834,0.3534460027069741,7.034386349615218
6000,1.5,False,6.127096691020761,10.510385672907985,6.127096691020761,29.96029143049185,49.593534719087415,0.9322899062638257,11.278041911818733
6000,1.7,False,6.13809699173431,10.510385672907985,6.13809699173431,24.899731949683073,44.0816226083869,0.4883238641930632,8.232817442755191
6000,1.6,False,6.139468956482164,10.510385672907985,6.139468956482164,27.31305961904731,46.756427165714314,0.6747100311122978,9.635722396700537
5750,1.2,False,6.142911536084861,10.510385672907985,6.1429115360848385,41.615312754457285,62.2811160898096,2.5893015052067625,19.03464964782252
5500,1.1,True,6.155466929704034,10.510385672907985,6.155466929704034,47.73271900519319,69.0760447646839,3.7420077646034144,23.298995846733135
5000,1.0,False,6.157945332703729,10.510385672907985,6.157945332703707,57.09599999999995,79.89599999999999,5.639999999999965,29.74200000000007
5750,1.3,False,6.23457522209645,10.510385672907985,6.23457522209645,38.100074299431874,58.96862234057476,1.8815763332798596,16.330605521389323
5250,1.1,True,6.273678395319449,10.510385672907985,6.273678395319404,50.238874174965105,72.70280834116427,3.9384778651977115,24.522284611939114
5500,1.2,False,6.295819983620121,10.510385672907985,6.295819983620077,43.895434180881416,65.6935260384234,2.7311704820503024,20.07756653667446
5750,1.4,False,6.301723445138929,10.510385672907985,6.301723445138907,34.8817674442866,55.832307432176655,1.3673711579492576,14.011145118545656
5750,1.5,False,6.348299121895318,10.510385672907985,6.3482991218952955,31.935310426820642,52.862801087625115,0.9937475953263686,12.0215042065335
5750,2.0,False,6.371655393868014,10.510385672907985,6.371655393867992,20.541608166351608,40.222878487712634,0.20164718336488363,5.592276748582208
5000,1.1,False,6.371797596349582,10.510385672907985,6.371797596349538,53.008818873903536,76.71131294780014,4.15562775288425,25.87433266998552
5750,1.6,False,6.3776079714113365,10.510385672907985,6.377607971411292,29.23774013705973,50.051231399032865,0.7222550982084641,10.31472677894758
5750,1.9,False,6.387623653986196,10.510385672907985,6.387623653986196,22.43684465295079,42.48235188692586,0.2773835887125031,6.516821754229198
5750,1.7,False,6.392429642662156,10.510385672907985,6.392429642662156,26.768033155058895,47.389198321274186,0.5249642612033867,8.850550307631941
5750,1.8,False,6.395107842637504,10.510385672907985,6.395107842637482,24.506941905613004,44.8687485754137,0.38158667841376115,7.594450358105185
5500,1.3,False,6.40654762078372,10.510385672907985,6.406547620783698,40.3666328272325,62.47664263440065,1.9935105738902337,17.302106860671564
