level,gap_h,session_min,hero_class,calendar_days,sale_gold_per_day,growth_advantage_pct,sale_advantage_pct
20,4.0,1.0,WARRIOR,41.698138923517526,155118.56265009457,0.7231191259619907,0.6704689805798081
20,4.0,1.0,ROGUE,41.65409254892943,155533.78530308447,0.8296269854116467,0.939944525567582
20,4.0,1.0,RANGER,41.87065911407492,154509.2989788951,0.3081084222182673,0.2750626638591269
20,4.0,1.0,MAGE,41.99966614124369,154085.46738767877,0.0,0.0
20,4.0,1.0,CLERIC,41.41364799685758,158220.56265116262,1.4150362808670547,2.6836374212241276
20,4.0,1.0,PALADIN,41.72171888636797,156883.69690201434,0.6661932017535621,1.8160242894907253
21,4.0,1.0,WARRIOR,46.08495059978282,163553.1413054291,0.7535286678690856,0.7218189890044524
21,4.0,1.0,ROGUE,46.038908508791344,164085.08438156112,0.8542891612190129,1.0494083816567468
21,4.0,1.0,RANGER,46.28607002213252,162788.27104779225,0.31574054985243905,0.25078478553473005
21,4.0,1.0,MAGE,46.43221391412549,162381.04409461052,0.0,0.0
21,4.0,1.0,CLERIC,45.78526459935706,166860.83130351247,1.413007701122937,2.758811678961637
21,4.0,1.0,PALADIN,46.123846143178476,165467.6582869649,0.6685647376191817,1.900846376228471
22,4.0,1.0,WARRIOR,50.650043658880236,172120.47848791003,0.7620447062629321,0.772791950270113
22,4.0,1.0,ROGUE,50.6135971953337,172598.06127364907,0.8346026826321795,1.05240627117551
22,4.0,1.0,RANGER,50.88345116161733,171293.93719415634,0.29983908363582223,0.28887002206330337
22,4.0,1.0,MAGE,51.0360196353026,170800.54562033864,0.0,0.0
22,4.0,1.0,CLERIC,50.325651219212766,175627.64784702292,1.41154341549512,2.826163235692536
22,4.0,1.0,PALADIN,50.711719384668044,174189.76165045332,0.6394976438771849,1.9843121799202779
23,4.0,1.0,WARRIOR,55.41292433348446,180644.83706468466,0.7775457181269152,0.7897850352874602
23,4.0,1.0,ROGUE,55.406847427803946,181043.27742289632,0.7885987859059584,1.0120926235146044
23,4.0,1.0,RANGER,55.68512159617263,179724.15410309297,0.28492989367316923,0.27609508271355665
23,4.0,1.0,MAGE,55.84378515392837,179229.31078922254,0.0,0.0
23,4.0,1.0,CLERIC,55.087610976027065,184363.49857175208,1.3726755698851845,2.8645916005153094
23,4.0,1.0,PALADIN,55.48943248077288,182911.34539025713,0.6385948771025607,2.054370786129245
24,4.0,1.0,WARRIOR,60.37717421419774,189291.58388489948,0.8067009740168274,0.7779074837779731
24,4.0,1.0,ROGUE,60.393766604188095,189579.83921648664,0.779005663883825,0.9313732033952915
24,4.0,1.0,RANGER,60.676529861553156,188357.76207171928,0.3093578448580381,0.280745347123057
24,4.0,1.0,MAGE,60.864237466667504,187830.43685975458,0.0,0.0
24,4.0,1.0,CLERIC,60.042946380165446,193322.0513364823,1.3678394149780893,2.9237085152648
24,4.0,1.0,PALADIN,60.47171965433803,191773.38810255053,0.6490931869858274,2.0992078327220165
25,4.0,1.0,WARRIOR,65.51721296288345,198159.41548604934,0.8556957192503267,0.9075106975309
25,4.0,1.0,ROGUE,65.59019474474897,198240.40183294268,0.7434742444777154,0.9487508810742673
25,4.0,1.0,RANGER,65.87065449710563,196940.97620618023,0.31453528745859494,0.28705229354282213
25,4.0,1.0,MAGE,66.07784094957896,196377.2707465056,0.0,0.0
25,4.0,1.0,CLERIC,65.20170784154814,202203.31163777935,1.3437272381882526,2.9667592736810855
25,4.0,1.0,PALADIN,65.65418805196506,200798.45176160728,0.6452793190871109,2.2513710463003545
26,4.0,1.0,WARRIOR,70.83726691169981,206948.3507992139,0.8710565494275846,0.9090424517280038
26,4.0,1.0,ROGUE,70.95361436547151,206982.4922780367,0.7056514366121203,0.9256900061665352
26,4.0,1.0,RANGER,71.23393906703033,205713.11588863534,0.30934762337373467,0.30673578173978644
26,4.0,1.0,MAGE,71.45429956456968,205084.04972548626,0.0,0.0
26,4.0,1.0,CLERIC,70.52740577404974,211238.56072672526,1.3142320780796135,3.000970094689026
26,4.0,1.0,PALADIN,70.99750148987,209806.08912167614,0.6434002114354076,2.3024898340512356
27,4.0,1.0,WARRIOR,76.33247501137171,215931.26726264923,0.8701407772485403,0.8988030046636952
27,4.0,1.0,ROGUE,76.50679035173613,215661.91444110926,0.6403152566463177,0.7729417636130664
27,4.0,1.0,RANGER,76.76793636832083,214626.54158695336,0.2979611609076338,0.28914021429515824
27,4.0,1.0,MAGE,76.99667500272871,214007.75909370158,0.0,0.0
27,4.0,1.0,CLERIC,76.01327249362072,220537.21771295756,1.293724736282753,3.0510382646439904
27,4.0,1.0,PALADIN,76.53073046949433,218973.4252462144,0.608833249566465,2.320320615262661
28,4.0,1.0,WARRIOR,82.04189136455916,224912.68720276107,0.8787047480716348,0.9255685350256782
28,4.0,1.0,ROGUE,82.26088282008007,224476.1710178547,0.6101497116254295,0.7296896600527569
28,4.0,1.0,RANGER,82.49716250525522,223547.29774887968,0.3219927159496816,0.31287429968236413
28,4.0,1.0,MAGE,82.76279735938732,222850.05719309504,0.0,0.0
28,4.0,1.0,CLERIC,81.73390572038792,229736.67288991608,1.258830873100858,3.0902463223753784
28,4.0,1.0,PALADIN,82.27754362720343,228195.676758054,0.5897766398843318,2.3987517132773695
29,4.0,1.0,WARRIOR,87.92402689277307,233888.11172262506,0.921084349767054,0.9271381961249547
29,4.0,1.0,ROGUE,88.20543563001048,233483.8434604708,0.5991078785365644,0.7526888046520686
29,4.0,1.0,RANGER,88.4267975146204,232524.38404320137,0.34727462508883367,0.33866394256261145
29,4.0,1.0,MAGE,88.73388134416737,231739.56569354612,0.0,0.0
29,4.0,1.0,CLERIC,87.65101981318769,239024.77383780325,1.2354237672164148,3.1437049268881134
29,4.0,1.0,PALADIN,88.2217862967681,237350.50679048756,0.58046324937997,2.4212270702023364
30,4.0,1.0,WARRIOR,94.01498238922089,242859.53068069508,0.9318413740870168,0.8877734063840848
30,4.0,1.0,ROGUE,94.3449322624823,242291.03794258807,0.5788552891877519,0.6516123367132254
30,4.0,1.0,RANGER,94.54521192165687,241634.8800024948,0.36579427374279216,0.3790337255572984
30,4.0,1.0,MAGE,94.89105289296428,240722.4606914827,0.0,0.0
30,4.0,1.0,CLERIC,93.7696510194879,248384.42525673375,1.1959113223566575,3.1829038899161333
30,4.0,1.0,PALADIN,94.35612577925662,246576.43311818584,0.56692356674235,2.431834740259564
31,4.0,1.0,WARRIOR,100.27539655908446,251941.04926939082,0.9587789023582038,0.897642615455263
31,4.0,1.0,ROGUE,100.65756490625446,251333.80211970577,0.575466930711066,0.6544515750676272
31,4.0,1.0,RANGER,100.8708720755611,250618.03067949117,0.3627844415915904,0.36779860137179377
31,4.0,1.0,MAGE,101.23681590554898,249699.6388999866,0.0,0.0
31,4.0,1.0,CLERIC,100.05944999898078,257779.1459253747,1.176666378418223,3.235690312161088
31,4.0,1.0,PALADIN,100.67489261686212,255890.27542389598,0.5581563328062034,2.47923327049302
32,4.0,1.0,WARRIOR,106.73612876710762,261030.5111476548,0.935270864556359,0.8376116828245239
32,4.0,1.0,ROGUE,107.15558780763143,260395.8068905559,0.540161167170683,0.5924217196689563
32,4.0,1.0,RANGER,107.35722001690681,259755.0320379791,0.35133236912758825,0.3448866500091796
32,4.0,1.0,MAGE,107.73440068142173,258862.25069342417,0.0,0.0
32,4.0,1.0,CLERIC,106.51608282508653,267349.71665511833,1.1437877023095622,3.2787576940857432
32,4.0,1.0,PALADIN,107.20835120717783,265203.6821744948,0.4906795677020792,2.449732034734131
33,4.0,1.0,WARRIOR,113.3781727490201,270252.372057785,0.925279906610621,0.8222734874562043
33,4.0,1.0,ROGUE,113.84597551136167,269623.48899137526,0.5105693775968145,0.5876578945183786
33,4.0,1.0,RANGER,114.0430013364479,268918.6552712944,0.3369227914017836,0.3247076101302149
33,4.0,1.0,MAGE,114.42723819994904,268048.2821004908,0.0,0.0
33,4.0,1.0,CLERIC,113.1533856469461,276997.8744630336,1.1257750227443797,3.3387986270277947
33,4.0,1.0,PALADIN,113.90023747313155,274721.6731649163,0.4626862406163168,2.4896227694992668
34,4.0,1.0,WARRIOR,120.19236231427838,279519.758810905,0.9075888901171059,0.7891377345494055
34,4.0,1.0,ROGUE,120.68356574788704,278966.370473599,0.49687717611668347,0.5895971597195571
34,4.0,1.0,RANGER,120.87012652841777,278278.67783436086,0.34176212506666914,0.3416291862565535
34,4.0,1.0,MAGE,121.28321484141208,277331.23339846643,0.0,0.0
34,4.0,1.0,CLERIC,119.9617780063001,286742.67501431576,1.1015482240039676,3.3935743553006326
34,4.0,1.0,PALADIN,120.76846187955844,284319.0962533234,0.4262312807850277,2.519681165812626
35,4.0,1.0,WARRIOR,127.16484178647154,288976.66639812867,0.9149159060318102,0.7930286719689539
35,4.0,1.0,ROGUE,127.72450073221462,288187.70362369594,0.47273030247143577,0.517844005553858
35,4.0,1.0,RANGER,127.8587217897782,287727.32256768964,0.36725798170422763,0.3572663313891944
35,4.0,1.0,MAGE,128.32829315085615,286703.02917338023,0.0,0.0
35,4.0,1.0,CLERIC,126.9607387566891,296581.5741050588,1.0771474768966671,3.445566989703708
35,4.0,1.0,PALADIN,127.83039708732915,294041.35269423923,0.38949739253870685,2.559555628699428
36,4.0,1.0,WARRIOR,134.29235487307534,298481.67948864016,0.8988990322693402,0.8120942442154666
36,4.0,1.0,ROGUE,134.89330621733367,297571.8931177178,0.4493931916315974,0.504814180914237
36,4.0,1.0,RANGER,134.97390980665122,297179.637771917,0.3894069198579375,0.3723300600917412
36,4.0,1.0,MAGE,135.49950755144113,296077.25315731834,0.0,0.0
36,4.0,1.0,CLERIC,134.09560626853968,306411.6995952597,1.0469405538090504,3.4904560643333804
36,4.0,1.0,PALADIN,135.033202388753,303880.65554696304,0.34532630082018123,2.635596725662137
37,4.0,1.0,WARRIOR,141.55848269470104,308110.9851718739,0.9069947921738208,0.8141865755574518
37,4.0,1.0,ROGUE,142.21188413848523,307010.7401852826,0.44337125969236,0.45418544383810655
37,4.0,1.0,RANGER,142.27438446685764,306750.6765257975,0.3992470576437146,0.3690923846788374
37,4.0,1.0,MAGE,142.84241076062227,305622.6466113013,0.0,0.0
37,4.0,1.0,CLERIC,141.38652124645887,316483.0307409569,1.0297229900900984,3.553527282769764
37,4.0,1.0,PALADIN,142.38367892222112,313841.6049560726,0.322180071391287,2.6892504321593513
38,4.0,1.0,WARRIOR,149.00700733440743,317792.64678289776,0.9045181964481674,0.7707651897496337
38,4.0,1.0,ROGUE,149.7338720660159,316521.3895564295,0.4146895790154703,0.3676546560068106
38,4.0,1.0,RANGER,149.80576756504342,316384.1354066778,0.3664980818900654,0.324131919291637
38,4.0,1.0,MAGE,150.35480282973,315361.9466762008,0.0,0.0
38,4.0,1.0,CLERIC,148.89571223473686,326665.40112195833,0.979941311333965,3.584279766437204
38,4.0,1.0,PALADIN,149.91535191424498,323879.5602319254,0.29313269780162354,2.700900868191969
39,4.0,1.0,WARRIOR,156.60200455237836,327467.24704502616,0.9086372201561943,0.7426233829321616
39,4.0,1.0,ROGUE,157.3542234977082,326327.1822872163,0.4262517653703224,0.39189177369614026
39,4.0,1.0,RANGER,157.42764250497285,326164.36626355525,0.3794163075650614,0.3418027541059132
39,4.0,1.0,MAGE,158.02494865325195,325053.32504623436,0.0,0.0
39,4.0,1.0,CLERIC,156.5359970103594,336859.1997661109,0.9511880151081176,3.631980912115673
39,4.0,1.0,PALADIN,157.60150678405043,333905.88357195613,0.26867882029943946,2.7234173114403903
40,4.0,1.0,WARRIOR,164.41969222128984,337214.26780423545,0.8905951799520251,0.7421774109641843
40,4.0,1.0,ROGUE,165.2002684090085,336103.2356953012,0.4138841133134674,0.4102584961556577
